"","id","height","weight"
"1",1,1.66962715736041,51.3602272727273
"2",2,1.81510685279188,62.0396818181818
"3",3,1.76138934010152,69.5576818181818
"4",4,1.73138578680203,64.6979090909091
"5",5,1.72050279187817,65.5895909090909
"6",6,1.7436,56.0465454545455
"7",7,1.77162538071066,64.3157727272727
"8",8,1.77702335025381,62.0283181818182
"9",9,1.72341751269036,51.0783181818182
"10",10,1.69498375634518,54.8487272727273
"11",11,1.68750482233503,57.9325454545454
"12",12,1.71632817258883,51.8831818181818
"13",13,1.7335654822335,57.0957727272727
"14",14,1.70346598984772,55.6644545454545
"15",15,1.73298654822335,52.7666363636364
"16",16,1.80435532994924,63.6352272727273
"17",17,1.68682741116751,58.8646818181818
"18",18,1.74236725888325,64.9878636363636
"19",19,1.80787639593909,62.6829545454545
"20",20,1.70383705583756,56.3840454545455
"21",21,1.72166979695431,64.2185
"22",22,1.74819314720812,65.2450909090909
"23",23,1.61119670050761,44.5008681818182
"24",24,1.73659568527919,58.8648636363636
"25",25,1.71644771573604,64.4773181818182
"26",26,1.70580304568528,58.9656363636364
"27",27,1.79802918781726,64.7379545454545
"28",28,1.71305431472081,59.7955454545454
"29",29,1.68868045685279,49.242
"30",30,1.6609385786802,51.7691818181818
"31",31,1.76455076142132,46.9552727272727
"32",32,1.67038578680203,54.888
"33",33,1.72122588832487,57.1766363636364
"34",34,1.79175253807107,61.9193181818182
"35",35,1.8224578680203,63.6825
"36",36,1.75650076142132,58.5221363636364
"37",37,1.69552487309645,64.4542727272727
"38",38,1.71723172588832,55.1054090909091
"39",39,1.72099010152284,59.7035454545455
"40",40,1.62551649746193,48.5052272727273
"41",41,1.74047284263959,56.5271818181818
"42",42,1.65440532994924,56.7541363636364
"43",43,1.7679730964467,63.4868636363636
"44",44,1.72505862944162,62.4407272727273
"45",45,1.67464162436548,48.3863181818182
"46",46,1.74295659898477,58.5290454545455
"47",47,1.69748426395939,66.2198636363636
"48",48,1.71824060913706,53.0995454545454
"49",49,1.77211091370558,65.2825
"50",50,1.75350685279188,61.3329545454545
"51",51,1.77448705583756,66.8281363636363
"52",52,1.70892944162437,57.4220454545455
"53",53,1.78348705583756,57.0381363636364
"54",54,1.75389441624365,52.5947272727273
"55",55,1.65948121827411,56.1314545454545
"56",56,1.78133172588833,67.2239090909091
"57",57,1.78695862944162,70.8630454545454
"58",58,1.68892791878173,58.2155454545454
"59",59,1.68437005076142,54.2591363636364
"60",60,1.71413705583756,60.8249090909091
"61",61,1.68792335025381,58.5147727272727
"62",62,1.75125837563452,62.5205909090909
"63",63,1.73359263959391,58.982
"64",64,1.70082614213198,58.5563636363636
"65",65,1.79710456852792,61.5075
"66",66,1.73145964467005,49.8233181818182
"67",67,1.75277005076142,64.7583636363636
"68",68,1.7190616751269,60.3404545454545
"69",69,1.70598172588833,47.0579545454545
"70",70,1.7098383248731,56.6954090909091
"71",71,1.65660736040609,58.7789545454545
"72",72,1.79804010152284,60.9170454545455
"73",73,1.77473147208122,63.8167727272727
"74",74,1.63160101522843,46.7432272727273
"75",75,1.7321116751269,58.4188181818182
"76",76,1.68418984771574,54.6814090909091
"77",77,1.73509517766497,63.0016363636364
"78",78,1.66185025380711,60.4351818181818
"79",79,1.76952969543147,52.5560454545454
"80",80,1.71892233502538,55.6927272727273
"81",81,1.74211700507614,61.1933636363636
"82",82,1.69502664974619,55.4084545454545
"83",83,1.77795609137056,70.6257727272727
"84",84,1.68219492385787,58.6099090909091
"85",85,1.75639543147208,58.6824090909091
"86",86,1.75469060913706,63.3969545454545
"87",87,1.70975532994924,64.0409545454545
"88",88,1.77900939086294,59.8143636363636
"89",89,1.78113197969543,55.056
"90",90,1.73161319796954,59.7785
"91",91,1.72917055837563,62.0672272727273
"92",92,1.78280609137056,64.3134545454545
"93",93,1.81440406091371,63.9138181818182
"94",94,1.75646624365482,50.9733181818182
"95",95,1.77825025380711,60.6622727272727
"96",96,1.79078756345178,59.9091363636363
"97",97,1.68239695431472,54.5584090909091
"98",98,1.60979111675127,55.9532727272727
"99",99,1.69459670050761,58.2469090909091
"100",100,1.7484114213198,52.4890454545454
"101",101,1.64655685279188,46.4057727272727
